entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
339,340,2024-08-29 06:00:00+00:00,2024-08-29 08:00:00+00:00,L,59550.0,59550.0,-9.4,9386.18,1
346,348,2024-08-29 20:00:00+00:00,2024-08-30 00:00:00+00:00,S,59449.5,59186.0,32.22,9418.39,2
348,349,2024-08-30 00:00:00+00:00,2024-08-30 02:00:00+00:00,L,59186.0,59186.0,-9.42,9408.98,1
360,365,2024-08-31 00:00:00+00:00,2024-08-31 10:00:00+00:00,S,59246.4,59111.007,12.09,9421.07,5
372,373,2024-09-01 00:00:00+00:00,2024-09-01 02:00:00+00:00,L,58803.9,58803.9,-9.42,9411.65,1
380,381,2024-09-01 16:00:00+00:00,2024-09-01 18:00:00+00:00,S,58095.1,58481.5,-72.01,9339.64,1
381,382,2024-09-01 18:00:00+00:00,2024-09-01 20:00:00+00:00,L,58481.5,58481.5,-9.34,9330.3,1
383,384,2024-09-01 22:00:00+00:00,2024-09-02 00:00:00+00:00,S,57266.1,57386.0,-28.87,9301.43,1
384,385,2024-09-02 00:00:00+00:00,2024-09-02 02:00:00+00:00,L,57386.0,57386.0,-9.3,9292.13,1
396,401,2024-09-03 00:00:00+00:00,2024-09-03 10:00:00+00:00,S,59359.9,59112.7854,29.39,9321.52,5
408,409,2024-09-04 00:00:00+00:00,2024-09-04 02:00:00+00:00,L,56751.1,56751.1,-9.32,9312.2,1
414,415,2024-09-04 12:00:00+00:00,2024-09-04 14:00:00+00:00,S,56466.2,58098.7,-278.54,9033.66,1
415,416,2024-09-04 14:00:00+00:00,2024-09-04 16:00:00+00:00,L,58098.7,58098.7,-9.03,9024.63,1
420,421,2024-09-05 00:00:00+00:00,2024-09-05 02:00:00+00:00,S,57998.9,57094.1,131.76,9156.39,1
421,422,2024-09-05 02:00:00+00:00,2024-09-05 04:00:00+00:00,L,57094.1,57094.1,-9.16,9147.23,1
425,429,2024-09-05 10:00:00+00:00,2024-09-05 18:00:00+00:00,S,56665.9,56597.0348,1.97,9149.2,4
435,436,2024-09-06 06:00:00+00:00,2024-09-06 08:00:00+00:00,L,55763.9,55763.9,-9.15,9140.05,1
440,443,2024-09-06 16:00:00+00:00,2024-09-06 22:00:00+00:00,S,53910.0,53779.8159,12.93,9152.99,3
444,445,2024-09-07 00:00:00+00:00,2024-09-07 02:00:00+00:00,L,53794.4,53794.4,-9.15,9143.83,1
454,460,2024-09-07 20:00:00+00:00,2024-09-08 08:00:00+00:00,S,53906.8,54426.1,-97.23,9046.6,6
460,461,2024-09-08 08:00:00+00:00,2024-09-08 10:00:00+00:00,L,54426.1,54426.1,-9.05,9037.56,1
463,464,2024-09-08 14:00:00+00:00,2024-09-08 16:00:00+00:00,S,53670.0,54482.4,-145.84,8891.72,1
464,465,2024-09-08 16:00:00+00:00,2024-09-08 18:00:00+00:00,L,54482.4,54482.4,-8.89,8882.83,1
468,472,2024-09-09 00:00:00+00:00,2024-09-09 08:00:00+00:00,S,55079.2,55002.1832,3.54,8886.36,4
474,475,2024-09-09 12:00:00+00:00,2024-09-09 14:00:00+00:00,L,55662.8,55662.8,-8.89,8877.48,1
